snippet,trait
"O colega lançou a ideia no grupo sem consultar ninguém e depois defendeu como certa ao final do dia. A atitude deixou os demais em silêncio. O gesto foi notado por poucas pessoas, mas foi decisivo.",impulsivo
"O vizinho pegou o volante e virou na primeira saída, mesmo sem mapa. Num debate online percebeu-se a consequência. A atitude teve impacto direto no resultado.",impulsivo
"O pai aceitou a proposta sem ler o contrato e só depois percebeu as consequências — ao final do dia. O gesto foi notado por poucas pessoas, mas foi decisivo.",impulsivo
"Ele aceitou a proposta sem ler o contrato e só depois percebeu as consequências. Na faculdade percebeu-se a consequência. A reação dos outros foi imediata. Pouco depois, a consequência ficou clara.",impulsivo
"Durante durante a reunião, o gerente aceitou a proposta sem ler o contrato e só depois percebeu as consequências. A atitude deixou os demais em silêncio.",impulsivo
"O pai comprou passagens na hora e avisou todo mundo depois num culto. O gesto foi notado por poucas pessoas, mas foi decisivo.",impulsivo
Ela lançou a ideia no grupo sem consultar ninguém e depois defendeu como certa. Num hospital percebeu-se a consequência. A atitude deixou os demais em silêncio. A atitude deixou os demais em silêncio.,impulsivo
"O gerente pegou o volante e virou na primeira saída, mesmo sem mapa — num evento social. Isso mudou o rumo da conversa. A atitude deixou os demais em silêncio.",impulsivo
O gerente lançou a ideia no grupo sem consultar ninguém e depois defendeu como certa na rodovia. A atitude teve impacto direto no resultado. Isso foi suficiente para definir o desfecho.,impulsivo
A pessoa aceitou a proposta sem ler o contrato e só depois percebeu as consequências. Num intervalo de trabalho percebeu-se a consequência. A atitude teve impacto direto no resultado. A atitude teve impacto direto no resultado.,impulsivo
A pessoa lançou a ideia no grupo sem consultar ninguém e depois defendeu como certa. Em casa percebeu-se a consequência. A atitude deixou os demais em silêncio.,impulsivo
O funcionário lançou a ideia no grupo sem consultar ninguém e depois defendeu como certa — num processo seletivo. Isso foi suficiente para definir o desfecho.,impulsivo
O pai aceitou a proposta sem ler o contrato e só depois percebeu as consequências — em casa. Ninguém pareceu surpreso com a atitude.,impulsivo
"O colega pegou o volante e virou na primeira saída, mesmo sem mapa. Ao final do dia percebeu-se a consequência. Ninguém pareceu surpreso com a atitude.",impulsivo
"Durante durante a reunião, a vizinha aceitou a proposta sem ler o contrato e só depois percebeu as consequências. A atitude teve impacto direto no resultado.",impulsivo
"Durante em casa, o vizinho comprou passagens na hora e avisou todo mundo depois. A reação dos outros foi imediata.",impulsivo
O colega comprou passagens na hora e avisou todo mundo depois — em casa. A atitude teve impacto direto no resultado. Isso mudou o rumo da conversa.,impulsivo
"A funcionária comprou passagens na hora e avisou todo mundo depois. Em casa percebeu-se a consequência. Pouco depois, a consequência ficou clara.",impulsivo
A pessoa lançou a ideia no grupo sem consultar ninguém e depois defendeu como certa num culto. Isso mudou o rumo da conversa. A atitude deixou os demais em silêncio.,impulsivo
A mãe aceitou a proposta sem ler o contrato e só depois percebeu as consequências. Num intervalo de trabalho percebeu-se a consequência. A atitude deixou os demais em silêncio.,impulsivo
A funcionária aceitou a proposta sem ler o contrato e só depois percebeu as consequências. Em casa percebeu-se a consequência. Isso foi suficiente para definir o desfecho.,impulsivo
"A vizinha pegou o volante e virou na primeira saída, mesmo sem mapa num culto. Isso foi suficiente para definir o desfecho.",impulsivo
O estudante aceitou a proposta sem ler o contrato e só depois percebeu as consequências — num culto. A atitude deixou os demais em silêncio.,impulsivo
"O gerente pegou o volante e virou na primeira saída, mesmo sem mapa. Num processo seletivo percebeu-se a consequência. Isso foi suficiente para definir o desfecho. A atitude deixou os demais em silêncio.",impulsivo
"Durante num atendimento, o gerente pegou o volante e virou na primeira saída, mesmo sem mapa. Isso foi suficiente para definir o desfecho.",impulsivo
"Durante num culto, o funcionário aceitou a proposta sem ler o contrato e só depois percebeu as consequências. A atitude deixou os demais em silêncio.",impulsivo
A colega aceitou a proposta sem ler o contrato e só depois percebeu as consequências durante a reunião. Ninguém pareceu surpreso com a atitude.,impulsivo
"A mãe aceitou a proposta sem ler o contrato e só depois percebeu as consequências — num processo seletivo. O gesto foi notado por poucas pessoas, mas foi decisivo. A reação dos outros foi imediata.",impulsivo
"Durante num debate online, a pessoa comprou passagens na hora e avisou todo mundo depois. A atitude deixou os demais em silêncio. O gesto foi notado por poucas pessoas, mas foi decisivo.",impulsivo
A vizinha lançou a ideia no grupo sem consultar ninguém e depois defendeu como certa. Num debate online percebeu-se a consequência. A atitude deixou os demais em silêncio. Isso foi suficiente para definir o desfecho.,impulsivo
"Durante num evento social, a pessoa lançou a ideia no grupo sem consultar ninguém e depois defendeu como certa. Pouco depois, a consequência ficou clara. O gesto foi notado por poucas pessoas, mas foi decisivo.",impulsivo
O funcionário comprou passagens na hora e avisou todo mundo depois num processo seletivo. Isso mudou o rumo da conversa.,impulsivo
"O pai aceitou a proposta sem ler o contrato e só depois percebeu as consequências — num intervalo de trabalho. O gesto foi notado por poucas pessoas, mas foi decisivo.",impulsivo
"O funcionário pegou o volante e virou na primeira saída, mesmo sem mapa ao final do dia. A reação dos outros foi imediata. A atitude teve impacto direto no resultado.",impulsivo
"Durante num intervalo de trabalho, o pai comprou passagens na hora e avisou todo mundo depois. Isso mudou o rumo da conversa.",impulsivo
"O gerente pegou o volante e virou na primeira saída, mesmo sem mapa — em casa. A atitude deixou os demais em silêncio.",impulsivo
A vizinha lançou a ideia no grupo sem consultar ninguém e depois defendeu como certa. Num processo seletivo percebeu-se a consequência. Isso foi suficiente para definir o desfecho.,impulsivo
"O pai pegou o volante e virou na primeira saída, mesmo sem mapa. No fim de semana percebeu-se a consequência. Ninguém pareceu surpreso com a atitude. Isso mudou o rumo da conversa.",impulsivo
"Durante num debate online, a vizinha aceitou a proposta sem ler o contrato e só depois percebeu as consequências. Isso mudou o rumo da conversa.",impulsivo
"Durante ao final do dia, o estudante pegou o volante e virou na primeira saída, mesmo sem mapa. A atitude deixou os demais em silêncio.",impulsivo
O gerente comprou passagens na hora e avisou todo mundo depois num atendimento. A reação dos outros foi imediata.,impulsivo
"Durante num processo seletivo, ela lançou a ideia no grupo sem consultar ninguém e depois defendeu como certa. Pouco depois, a consequência ficou clara. Isso mudou o rumo da conversa.",impulsivo
"A vizinha aceitou a proposta sem ler o contrato e só depois percebeu as consequências na rodovia. Pouco depois, a consequência ficou clara. A atitude teve impacto direto no resultado.",impulsivo
"Durante num evento social, a mãe pegou o volante e virou na primeira saída, mesmo sem mapa. O gesto foi notado por poucas pessoas, mas foi decisivo.",impulsivo
Ela lançou a ideia no grupo sem consultar ninguém e depois defendeu como certa — num culto. A atitude deixou os demais em silêncio. Isso foi suficiente para definir o desfecho.,impulsivo
O funcionário aceitou a proposta sem ler o contrato e só depois percebeu as consequências — na faculdade. Isso foi suficiente para definir o desfecho. Ninguém pareceu surpreso com a atitude.,impulsivo
"O pai pegou o volante e virou na primeira saída, mesmo sem mapa — num almoço em família. Isso mudou o rumo da conversa.",impulsivo
"O estudante aceitou a proposta sem ler o contrato e só depois percebeu as consequências — na faculdade. O gesto foi notado por poucas pessoas, mas foi decisivo. Ninguém pareceu surpreso com a atitude.",impulsivo
"A aluna lançou a ideia no grupo sem consultar ninguém e depois defendeu como certa no fim de semana. A atitude deixou os demais em silêncio. O gesto foi notado por poucas pessoas, mas foi decisivo.",impulsivo
"Durante na rodovia, ela aceitou a proposta sem ler o contrato e só depois percebeu as consequências. Isso mudou o rumo da conversa. Pouco depois, a consequência ficou clara.",impulsivo
A pessoa aceitou a proposta sem ler o contrato e só depois percebeu as consequências. Na rodovia percebeu-se a consequência. Isso mudou o rumo da conversa.,impulsivo
A funcionária lançou a ideia no grupo sem consultar ninguém e depois defendeu como certa. No fim de semana percebeu-se a consequência. Isso mudou o rumo da conversa.,impulsivo
A funcionária lançou a ideia no grupo sem consultar ninguém e depois defendeu como certa ao final do dia. A reação dos outros foi imediata.,impulsivo
O estudante comprou passagens na hora e avisou todo mundo depois em casa. Isso foi suficiente para definir o desfecho.,impulsivo
"O gerente lançou a ideia no grupo sem consultar ninguém e depois defendeu como certa — na rodovia. A atitude teve impacto direto no resultado. Pouco depois, a consequência ficou clara.",impulsivo
A mãe aceitou a proposta sem ler o contrato e só depois percebeu as consequências na faculdade. A atitude deixou os demais em silêncio.,impulsivo
"O pai pegou o volante e virou na primeira saída, mesmo sem mapa — num evento social. A atitude teve impacto direto no resultado. Isso foi suficiente para definir o desfecho.",impulsivo
Ela comprou passagens na hora e avisou todo mundo depois num projeto urgente. Isso mudou o rumo da conversa.,impulsivo
"Durante num projeto urgente, a mãe pegou o volante e virou na primeira saída, mesmo sem mapa. A atitude teve impacto direto no resultado. Pouco depois, a consequência ficou clara.",impulsivo
"Durante na rodovia, o colega lançou a ideia no grupo sem consultar ninguém e depois defendeu como certa. A atitude teve impacto direto no resultado. Isso foi suficiente para definir o desfecho.",impulsivo
"Durante num atendimento, a mãe aceitou a proposta sem ler o contrato e só depois percebeu as consequências. A atitude deixou os demais em silêncio. Pouco depois, a consequência ficou clara.",impulsivo
O pai aceitou a proposta sem ler o contrato e só depois percebeu as consequências. Em casa percebeu-se a consequência. A reação dos outros foi imediata.,impulsivo
